"mal","badly, bad, wrong","Get-Well","https://preview.duolingo.com/dictionary/French/mal/e39cb1abfcb7b71cf777f49c44343e0b","","https://translate.google.com/?sl=fr&tl=en&text=mal%0A&op=translate"
"moins de","less of","Sensations","https://preview.duolingo.com/dictionary/fr/translation/en/bW9pbnMgZGU=","","https://translate.google.com/?sl=fr&tl=en&text=moins+de%0A&op=translate"
"tu","you","Basics-1","https://preview.duolingo.com/dictionary/French/tu/e22b5e2ac935a0fbeb6a0bf1b61ed77e","","https://translate.google.com/?sl=fr&tl=en&text=tu%0A&op=translate"
"du","of the, from the, about the","Together","https://preview.duolingo.com/dictionary/French/du/fe5954e9152041f3e9bad1f11b43aa07","","https://translate.google.com/?sl=fr&tl=en&text=du%0A&op=translate"
"ils","they","People-2","https://preview.duolingo.com/dictionary/French/ils/ca8fa6c2c103c08f3780712d6b197de1","","https://translate.google.com/?sl=fr&tl=en&text=ils%0A&op=translate"
"sucre","sugar","At-Home-2","https://preview.duolingo.com/dictionary/French/sucre/ba0872509d98edf71ea934e59f2a0d9e","","https://translate.google.com/?sl=fr&tl=en&text=sucre%0A&op=translate"
"ton","your","Family","https://preview.duolingo.com/dictionary/French/ton/eb36307993529f4a9402aaed7ebb1c88","","https://translate.google.com/?sl=fr&tl=en&text=ton%0A&op=translate"
"tes","your","Family-2","https://preview.duolingo.com/dictionary/French/tes/945daf694a1532b838e8322c94ff081f","","https://translate.google.com/?sl=fr&tl=en&text=tes%0A&op=translate"
"elles","they, them, hers","Vacation","https://preview.duolingo.com/dictionary/French/elles/c7fed386b3eadc8a8f67306146b167e8","","https://translate.google.com/?sl=fr&tl=en&text=elles%0A&op=translate"
"vous","you, yourselves, yourself","Routine","https://preview.duolingo.com/dictionary/French/vous/fc24c5036756d6e555cdd24a62481df6","","https://translate.google.com/?sl=fr&tl=en&text=vous%0A&op=translate"
"boire","drink, drinking, to drink","Travel-3","https://preview.duolingo.com/dictionary/French/boire/921dc4bc2cadf2c76ce68057df27de23","","https://translate.google.com/?sl=fr&tl=en&text=boire%0A&op=translate"
"plus de","more than, over, any more","Sensations","https://preview.duolingo.com/dictionary/French/plus-de/e96a711ed573fe801c358f0612474651","","https://translate.google.com/?sl=fr&tl=en&text=plus+de%0A&op=translate"
"se","himself, themselves, herself","Routine","https://preview.duolingo.com/dictionary/French/se/ea0dcd1857f1b1ba4b6b5d6ed1484058","","https://translate.google.com/?sl=fr&tl=en&text=se%0A&op=translate"
"avec","with, in, to","Dining-Out","https://preview.duolingo.com/dictionary/French/avec/ef52283c8a7ac6c4b900c2c55f9a077c","","https://translate.google.com/?sl=fr&tl=en&text=avec%0A&op=translate"
"lait","milk","At-Home-2","https://preview.duolingo.com/dictionary/French/lait/36774dfbacc866cc42395af651d2216a","","https://translate.google.com/?sl=fr&tl=en&text=lait%0A&op=translate"
